spawnpoint,playerC,0,50,0,0,1,0,0;
custom,cuboid,cannonregionmat,0.1,0.1,0.1,1,0,0,0,0,0,0,16,0,0.9914448614,0,0,0.1305261922,umvrs(1,2):0,16,0,0,17,0,0.9914448614,0,0,0.1305261922,0.984807753,0,0,-0.1736481777,6|0,17,0,0,16,0,0.984807753,0,0,-0.1736481777,0.9914448614,0,0,0.1305261922,6;



custom,sphere,default,0.9090909091,0.9090909091,0.9090909091,1,1,0.6,0.6,1,1,0.25534,15.160715,-0.4974,0,1,0,0,parent(1),clip;
custom,sphere,default,0.09090909091,0.2727272727,0.09090909091,1,0,0,0,1,1,0.974466,17.25659757,-4.505262244,0.9961946981,0,0,-0.08715574275,parent(1),clip;
custom,sphere,default,0.09090909091,0.2727272727,0.09090909091,1,0,0,0,1,1,-1.025534,17.25659757,-4.505262244,0.9961946981,0,0,-0.08715574275,parent(1),clip;
custom,sphere,default,0.06363636364,0.1818181818,0.09090909091,1,1,1,1,1,1,0.9821262,17.47394414,-4.519836275,0.9961946981,0,0,-0.08715574275,parent(1),clip;
custom,sphere,default,0.06363636364,0.1818181818,0.09090909091,1,1,1,1,1,1,-1.0178738,17.47394414,-4.519836275,0.9961946981,0,0,-0.08715574275,parent(1),clip;
custom,sphere,default,0.06363636364,0.09090909091,0.09090909091,1,0,0,0.7,1,1,0.9821262,16.3912907,-4.734410307,0.9961946981,0,0,-0.08715574275,parent(1),clip;
custom,sphere,default,0.06363636364,0.09090909091,0.09090909091,1,0,0,0.7,1,1,-1.0178738,16.3912907,-4.734410307,0.9961946981,0,0,-0.08715574275,parent(1),clip;
custom,sphere,default,0.1818181818,0.09090909091,0.09090909091,1,0.75,0.15,0.15,1,1,1.963545759,15.7839285,-4.061262522,0.9914448614,0,0.1305261922,0,parent(1),clip;
custom,sphere,default,0.1818181818,0.09090909091,0.09090909091,1,0.75,0.15,0.15,1,1,-2.062201559,15.7839285,-4.03482778,0.9914448614,0,-0.1305261922,0,parent(1),clip;
custom,cylinder,default,0.2,0.05,0.2,1,1,0.6,0.6,1,1,0,15.4,-4.3,0,1,1,0,parent(1),clip;
custom,cylinder,default,0.2,0.05,0.2,1,0,0,0,1,1,0,15.2,-4.2,0,1,1,0,parent(1),clip;
custom,cylinder,default,0.4,0.06,0.4,1,0.9,0.6,0,1,1,4,19,0,0.8987940463,-0.4383711468,0,0,parent(1),clip;
custom,cylinder,default,0.4,0.06,0.4,1,0.9,0.6,0,1,1,-4,19,0,0.8987940463,0.4383711468,0,0,parent(1),clip;
custom,cylinder,default,0.42,0.04,0.42,1,0.1,0.45,0.9,1,1,4,19,0,0.8987940463,-0.4383711468,0,0,parent(1),clip;
custom,cylinder,default,0.42,0.04,0.42,1,0.1,0.45,0.9,1,1,-4,19,0,0.8987940463,0.4383711468,0,0,parent(1),clip;
custom,cylinder,default,0.44,0.01,0.44,1,0.9,0.6,0,1,1,4,19,0,0.8987940463,-0.4383711468,0,0,parent(1),clip;
custom,cylinder,default,0.44,0.01,0.44,1,0.9,0.6,0,1,1,-4,19,0,0.8987940463,0.4383711468,0,0,parent(1),clip;
custom,cylinder,arena2tex,0.35,0.07,0.35,1,0.1,0.45,0.9,1,1,4,19,0,0.8987940463,-0.4383711468,0,0,parent(1),clip;
custom,cylinder,arena2tex,0.35,0.07,0.35,1,0.1,0.45,0.9,1,1,-4,19,0,0.8987940463,0.4383711468,0,0,parent(1),clip;
custom,cylinder,default,0.15,0.2,0.15,1,0.9,0.6,0,1,1,4,19,0,0.8987940463,-0.4383711468,0,0,parent(1),clip;
custom,cylinder,default,0.15,0.2,0.15,1,0.9,0.6,0,1,1,-4,19,0,0.8987940463,0.4383711468,0,0,parent(1),clip;
custom,cylinder,default,0.13,0.22,0.13,1,0.1,0.45,0.9,1,1,4,19,0,0.8987940463,-0.4383711468,0,0,parent(1),clip;
custom,cylinder,default,0.13,0.22,0.13,1,0.1,0.45,0.9,1,1,-4,19,0,0.8987940463,0.4383711468,0,0,parent(1),clip;
custom,cuboid,default,0.1134464014,0.04,0.04,1,0.3,0.3,0.3,1,1,0,22.5,0,1,0,0,0,parent(1),clip;
custom,cuboid,default,0.1134464014,0.04,0.04,1,0.3,0.3,0.3,1,1,1.128713155,22.40125039,0,0.9961946981,-0.08715574275,0,0,parent(1),clip;
custom,cuboid,default,0.1134464014,0.04,0.04,1,0.3,0.3,0.3,1,1,2.223130932,22.10800204,0,0.984807753,-0.1736481777,0,0,parent(1),clip;
custom,cuboid,default,0.1134464014,0.04,0.04,1,0.3,0.3,0.3,1,1,3.25,21.62916512,0,0.9659258263,-0.2588190451,0,0,parent(1),clip;
