custom,cuboid,empty,51,51,1,1,0,0,0,0,0,0,0,250,0,1,0,0;
custom,cuboid,empty,51,51,1,1,0,0,0,0,0,0,0,-250,0,1,0,0;
custom,cuboid,empty,51,1,51,1,0,0,0,0,0,0,250,0,0,1,0,0;
custom,cuboid,empty,51,1,51,1,0,0,0,0,0,0,-250,0,0,1,0,0;
custom,cuboid,empty,1,51,51,1,0,0,0,0,0,250,0,0,0,1,0,0;
custom,cuboid,empty,1,51,51,1,0,0,0,0,0,-250,0,0,0,1,0,0;

spawnpoint,playerC,0,145,0,0,1,0,0;

custom,cuboid,cannonregionmat,0.4,0.4,0.4,1,0,0,0,0,0,0,100,0,0,1,0,0;

custom,killcuboid,cannonregionmat,1,1,1,1,0,0,0,1,1,0,100,0,1,0,0,0,umvrs(1,16):0,100,0,0,100.1,0,1,0,0,0,0.7071067812,-0.7071067812,0,0,0.05|0,100.1,0,0,100,0,0.7071067812,-0.7071067812,0,0,0,-1,0,0,0.05|0,100,0,0,100.1,0,0,-1,0,0,-0.7071067812,-0.7071067812,0,0,0.05|0,100.1,0,0,100,0,-0.7071067812,-0.7071067812,0,0,-1,0,0,0,0.05|0,100,0,0,100.1,0,-1,0,0,0,-0.7071067812,0.7071067812,0,0,0.05|0,100.1,0,0,100,0,-0.7071067812,0.7071067812,0,0,0,1,0,0,0.05|0,100,0,0,100.1,0,0,1,0,0,0.7071067812,0.7071067812,0,0,0.05|0,100.1,0,0,100,0,0.7071067812,0.7071067812,0,0,1,0,0,0,0.05|0,100,0,0,100.1,0,1,0,0,0,0.7071067812,-0.7071067812,0,0,0.05|0,100.1,0,0,100,0,0.7071067812,-0.7071067812,0,0,0,-1,0,0,0.05|0,100,0,0,100.1,0,0,-1,0,0,-0.7071067812,-0.7071067812,0,0,0.05|0,100.1,0,0,100,0,-0.7071067812,-0.7071067812,0,0,-1,0,0,0,0.05|0,100,0,0,100.1,0,-1,0,0,0,-0.7071067812,0.7071067812,0,0,0.05|0,100.1,0,0,100,0,-0.7071067812,0.7071067812,0,0,0,1,0,0,0.05|0,100,0,0,100.1,0,0,1,0,0,0.7071067812,0.7071067812,0,0,0.05|0,100.1,0,0,100,0,0.7071067812,0.7071067812,0,0,1,0,0,0,0.05;
















custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0,0,99999,99999,0,150,0,1,0,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0.5,0,99999,99999,19.1341716,146.1939766,0,0.9807852804,-0.195090322,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,1,0,99999,99999,35.3553391,135.3553391,0,0.9238795325,-0.3826834324,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,1,1,99999,99999,46.1939766,119.1341716,0,0.8314696123,-0.555570233,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,1,0,99999,99999,50,100,0,0.7071067812,-0.7071067812,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,1,1,99999,99999,46.1939766,80.8658284,0,0.555570233,-0.8314696123,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,0,1,99999,99999,35.3553391,64.6446609,0,0.3826834324,-0.9238795325,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0,1,99999,99999,19.1341716,53.8060234,0,0.195090322,-0.9807852804,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0,0,99999,99999,0,50,0,0,-1,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0,1,99999,99999,-19.1341716,53.8060234,0,-0.195090322,-0.9807852804,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,0,1,99999,99999,-35.3553391,64.6446609,0,-0.3826834324,-0.9238795325,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,1,1,99999,99999,-46.1939766,80.8658284,0,-0.555570233,-0.8314696123,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,1,0,99999,99999,-50,100,0,-0.7071067812,-0.7071067812,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,1,1,99999,99999,-46.1939766,119.1341716,0,-0.8314696123,-0.555570233,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,1,0,99999,99999,-35.3553391,135.3553391,0,-0.9238795325,-0.3826834324,0,0,parent(1),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0.5,0,99999,99999,-19.1341716,146.1939766,0,-0.9807852804,-0.195090322,0,0,parent(1),clip;
custom,killcuboid,cannonregionmat,1,1,1,1,0,0,0,1,1,0,100,0,0.9749280786,0,-0.2225202047,0,umvrs(2,16):0,100,0,0,100.1,0,0.9749280786,0,-0.2225202047,0,0.6893782556,0.6893782556,-0.1573455457,-0.1573455457,0.05|0,100.1,0,0,100,0,0.6893782556,0.6893782556,-0.1573455457,-0.1573455457,0,0.9749280786,0,-0.2225202047,0.05|0,100,0,0,100.1,0,0,0.9749280786,0,-0.2225202047,-0.6893782556,0.6893782556,0.1573455457,-0.1573455457,0.05|0,100.1,0,0,100,0,-0.6893782556,0.6893782556,0.1573455457,-0.1573455457,-0.9749280786,0,0.2225202047,0,0.05|0,100,0,0,100.1,0,-0.9749280786,0,0.2225202047,0,-0.6893782556,-0.6893782556,0.1573455457,0.1573455457,0.05|0,100.1,0,0,100,0,-0.6893782556,-0.6893782556,0.1573455457,0.1573455457,0,-0.9749280786,0,0.2225202047,0.05|0,100,0,0,100.1,0,0,-0.9749280786,0,0.2225202047,0.6893782556,-0.6893782556,-0.1573455457,0.1573455457,0.05|0,100.1,0,0,100,0,0.6893782556,-0.6893782556,-0.1573455457,0.1573455457,0.9749280786,0,-0.2225202047,0,0.05|0,100,0,0,100.1,0,0.9749280786,0,-0.2225202047,0,0.6893782556,0.6893782556,-0.1573455457,-0.1573455457,0.05|0,100.1,0,0,100,0,0.6893782556,0.6893782556,-0.1573455457,-0.1573455457,0,0.9749280786,0,-0.2225202047,0.05|0,100,0,0,100.1,0,0,0.9749280786,0,-0.2225202047,-0.6893782556,0.6893782556,0.1573455457,-0.1573455457,0.05|0,100.1,0,0,100,0,-0.6893782556,0.6893782556,0.1573455457,-0.1573455457,-0.9749280786,0,0.2225202047,0,0.05|0,100,0,0,100.1,0,-0.9749280786,0,0.2225202047,0,-0.6893782556,-0.6893782556,0.1573455457,0.1573455457,0.05|0,100.1,0,0,100,0,-0.6893782556,-0.6893782556,0.1573455457,0.1573455457,0,-0.9749280786,0,0.2225202047,0.05|0,100,0,0,100.1,0,0,-0.9749280786,0,0.2225202047,0.6893782556,-0.6893782556,-0.1573455457,0.1573455457,0.05|0,100.1,0,0,100,0,0.6893782556,-0.6893782556,-0.1573455457,0.1573455457,0.9749280786,0,-0.2225202047,0,0.05;
















custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0,0,99999,99999,0,150,0,0.9749281,0,-0.2225202,0,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0.5,0,99999,99999,17.2393053,146.1939766,-8.3019801,0.9561951,-0.190199,-0.2182445,0.0434115,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,1,0,99999,99999,31.8540828,135.3553391,-15.3400591,0.9007161,-0.3730888,-0.2055819,0.0851548,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,1,1,99999,99999,41.6193648,119.1341716,-20.042753,0.8106231,-0.541641,-0.1850188,0.1236256,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,1,0,99999,99999,45.0484758,100,-21.6941196,0.6893783,-0.6893783,-0.1573455,0.1573455,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,1,1,99999,99999,41.6193648,80.8658284,-20.042753,0.541641,-0.8106231,-0.1236256,0.1850188,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,0,1,99999,99999,31.8540828,64.6446609,-15.3400591,0.3730888,-0.9007161,-0.0851548,0.2055819,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0,1,99999,99999,17.2393053,53.8060234,-8.3019801,0.190199,-0.9561951,-0.0434115,0.2182445,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0,0,99999,99999,0,50,0,0,-0.9749281,0,0.2225202,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0,1,99999,99999,-17.2393053,53.8060234,8.3019801,-0.190199,-0.9561951,0.0434115,0.2182445,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,0,1,99999,99999,-31.8540828,64.6446609,15.3400591,-0.3730888,-0.9007161,0.0851548,0.2055819,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,1,1,99999,99999,-41.6193648,80.8658284,20.042753,-0.541641,-0.8106231,0.1236256,0.1850188,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,0,1,0,99999,99999,-45.0484758,100,21.6941196,-0.6893783,-0.6893783,0.1573455,0.1573455,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,1,1,99999,99999,-41.6193648,119.1341716,20.042753,-0.8106231,-0.541641,0.1850188,0.1236256,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,1,0,99999,99999,-31.8540828,135.3553391,15.3400591,-0.9007161,-0.3730888,0.2055819,0.0851548,parent(2),clip;
custom,cuboid,bombtex,2.033495408,0.2,0.2,1,1,0.5,0,99999,99999,-17.2393053,146.1939766,8.3019801,-0.9561951,-0.190199,0.2182445,0.0434115,parent(2),clip;
