custom,tower2,stone1,2,1,2,0,1,1,1,1,1,394.6795,-56.58641,63.14141,0,0,0,1;
racing,killCuboid,3.06,9.4,3.06,394.6795,0.41359,108.64141,0,0,0,1;
racing,killCuboid,3.244,0.101,3.244,394.6795,48.49759,108.64141,0,0,0,1;
racing,killCuboid,3.244,0.101,3.244,394.6795,62.26659,108.64141,0,0,0,1;
racing,killCuboid,3.244,0.101,3.244,394.6795,75.68759,108.64141,0,0,0,1;
racing,killCuboid,3.022,0.1,3.022,394.6795,49.47359,108.64141,0,0,0,1;
racing,killCuboid,3.0331,0.303,3.0331,394.6795,62.23359,108.64141,0,0,0,1;
racing,killCuboid,3.036,0.1,3.036,394.6795,74.75359,108.64141,0,0,0,1;
racing,killCuboid,0.766,2.45,0.766,383.3395,62.11359,97.29141,0,0,0,1;
racing,killCuboid,0.766,2.45,0.766,406.0195,62.11359,97.29141,0,0,0,1;
racing,killCuboid,0.766,2.45,0.766,383.3395,62.11359,119.99941,0,0,0,1;
racing,killCuboid,0.766,2.45,0.766,406.0195,62.11359,119.99941,0,0,0,1;
racing,killPyramid,0.74,0.272,0.74,394.6795,88.98359,108.64141,0,0,0,1;
racing,killCuboid,0.143,1.222,0.143,394.6795,96.91359,108.64141,0,0,0,1;
racing,killPrism,1.2754557,0.01,0.4924598,403.3193903,81.8522302,97.8409068,0.6459246,-0.2877175,-0.6459246,0.2877175;
racing,killPrism,0.8530879,0.01,0.736279,405.5210208,79.2355938,95.4865081,0.9134754,0,0,0.406894;
racing,killCuboid,1.33,0.01,1.276,394.6810814,81.76159,97.7622605,0,0.9135455,-0.4067366,0;
racing,killPrism,1.2754557,0.01,0.4924598,386.0396097,81.8522302,97.8369068,0.2877175,-0.6459246,0.2877175,-0.6459246;
racing,killPrism,0.8530879,0.01,0.736279,383.8379792,79.2355938,95.4825081,0,-0.9134754,0.406894,0;
racing,killPrism,1.2754557,0.01,0.4924598,383.8789968,81.8522302,100.0015197,0,0,-0.9134754,0.406894;
racing,killPrism,0.8530879,0.01,0.736279,381.5245981,79.2355938,97.7998892,0.6459246,0.2877175,-0.6459246,0.2877175;
racing,killCuboid,1.33,0.01,1.276,383.8003505,81.76159,108.6398286,-0.2876062,0.6459742,-0.2876062,-0.6459742;
racing,killPrism,1.2754557,0.01,0.4924598,383.8749968,81.8522302,117.2813003,0.406894,-0.9134754,0,0;
racing,killPrism,0.8530879,0.01,0.736279,381.5205981,79.2355938,119.4829308,0.2877175,-0.6459246,0.2877175,0.6459246;
racing,killPrism,1.2754557,0.01,0.4924598,386.0396097,81.8522302,119.4519132,-0.6459246,0.2877175,-0.6459246,0.2877175;
racing,killPrism,0.8530879,0.01,0.736279,383.8379792,79.2355938,121.8063119,0,0.406894,-0.9134754,0;
racing,killCuboid,1.33,0.01,1.276,394.6779186,81.76159,119.5305595,-0.4067366,0,0,-0.9135455;
racing,killPrism,1.2754557,0.01,0.4924598,403.3193903,81.8522302,119.4559132,0.2877175,-0.6459246,-0.2877175,0.6459246;
racing,killPrism,0.8530879,0.01,0.736279,405.5210208,79.2355938,121.8103119,0.406894,0,0,0.9134754;
racing,killPrism,1.2754557,0.01,0.4924598,405.4800032,81.8522302,117.2813003,-0.9134754,0.406894,0,0;
racing,killPrism,0.8530879,0.01,0.736279,407.8344019,79.2355938,119.4829308,-0.6459246,0.2877175,-0.6459246,-0.2877175;
racing,killCuboid,1.33,0.01,1.276,405.5586495,81.76159,108.6429914,-0.2876062,-0.6459742,0.2876062,-0.6459742;
racing,killPrism,1.2754557,0.01,0.4924598,405.4840032,81.8522302,100.0015197,0,0,-0.406894,0.9134754;
racing,killPrism,0.8530879,0.01,0.736279,407.8384019,79.2355938,97.7998892,0.2877175,0.6459246,-0.2877175,0.6459246;
racing,killCuboid,3.028,0.01,0.131,394.6779186,76.59209,93.0170595,-0.3502073,0,0,0.9366722;
racing,killPrism,0.1021884,0.0081608,0.0775621,410.3277898,76.3731771,92.7544191,0,-0.9366722,0.3502073,0;
racing,killPrism,0.135177,0.0081608,0.058519,410.0480273,76.6006695,93.0161191,-0.247634,-0.6623273,0.247634,0.6623273;
racing,killPrism,0.1021884,0.0081608,0.0775621,379.0280474,76.3731771,92.7519999,0.9366722,0,0,0.3502075;
racing,killPrism,0.135177,0.0081608,0.058519,379.3078099,76.6006695,93.0136999,0.6623273,0.247634,0.6623273,0.247634;
racing,killCuboid,3.028,0.01,0.131,394.6779186,74.76959,93.0070595,-0.3648768,0,0,-0.9310558;
racing,killPrism,0.1008752,0.0081608,0.0792472,410.3327898,74.988829,92.7510893,0,-0.9312506,-0.3643795,0;
racing,killPrism,0.139,0.0081608,0.0582319,410.0530273,74.7460176,93.0084489,0.2576552,-0.6584936,-0.2576552,0.6584936;
racing,killPrism,0.1008752,0.0081608,0.0792472,379.0230474,74.988829,92.7510893,-0.9312506,0,0,0.3643795;
racing,killPrism,0.139,0.0081608,0.0582319,379.3028099,74.7460176,93.0084489,-0.6584936,0.2576552,-0.6584936,0.2576552;
racing,killCuboid,3.028,0.01,0.131,379.0551495,76.59209,108.6429914,-0.247634,0.6623273,0.247634,0.6623273;
racing,killPrism,0.1021884,0.0081608,0.0775621,378.7925091,76.3731771,92.9931202,0.247634,-0.6623273,0.247634,0.6623273;
racing,killPrism,0.135177,0.0081608,0.058519,379.0542091,76.6006695,93.2728827,0,0,0.3502073,0.9366722;
