custom,cylinder,stone3,10,2.5,10,0,1,1,1,1,1,126.0204,31.91575,374.5525,0,0.7052154,0,-0.7089931;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-106.0019,118.0426,287.7795,0,0.9513369,0,0.3081529;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-106.6484,465.4791,476.1028,0,0.8697181,0,-0.4935488;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-108.4072,864.6215,456.5834,0,0.8684633,0,-0.4957535;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-110.5,514.0509,284.0213,0,0.9533817,0,0.3017673;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-110.7182,708.9938,284.4251,0,0.951769,0,0.3068157;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-112.5944,665.6251,462.6694,0,0.8349363,0,-0.5503467;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-113.3531,903.2361,293.5635,0,0.8418118,0,0.5397711;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-114.1113,271.6364,472.0325,0,0.8938971,0,-0.4482722;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-115.5592,317.2754,286.1375,0,0.9296037,0,0.3685606;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-116.9295,77.35442,467.517,0,0.9946423,0,-0.1033763;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-118.9812,470.3329,465.7106,0,0.8718632,0,-0.4897495;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-121.192,869.1695,442.9739,0,0.9398761,0,-0.3415156;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-123.195,703.5843,301.7615,0,0.9531017,0,0.3026504;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-124.7873,312.3714,303.2532,0,0.979924,0,0.1993716;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-127.0068,508.2823,301.8289,0,0.9639186,0,0.2661975;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-127.2442,670.8464,444.3807,0,0.8948125,0,-0.4464422;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-129.9499,277.1691,453.5954,0,0.8899525,0,-0.4560532;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-130.1989,874.3308,421.5522,0,0.9877737,0,-0.1558946;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-130.4419,475.222,450.8084,0,0.9465146,0,-0.3226609;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-130.6442,110.4967,311.8456,0,0.977425,0,0.211283;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-132.3319,698.2197,320.5769,0,0.9659663,0,0.2586679;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-132.4321,898.2933,307.4058,0,0.9756675,0,0.2192556;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-133.0961,83.67493,443.3855,0,0.999355,0,-0.0359102;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-134.2547,306.2182,324.0486,0,0.9790448,0,0.2036451;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-136.4268,502.4844,321.318,0,0.9656422,0,0.2598755;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-138.5127,677.262,422.2198,0,0.9396,0,-0.3422745;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-139.0201,480.5831,426.3395,0,0.8172056,0,-0.5763463;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-140.8348,893.671,322.2917,0,0.9823211,0,0.1872038;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-141.2981,878.7554,393.8787,0,0.987084,0,-0.160204;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-141.9829,90.75958,408.3293,0,0.9999269,0,0.01209642;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-142.3886,300.8456,346.9903,0,0.9728789,0,0.2313153;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-142.4191,693.2101,344.386,0,0.98368,0,0.1799267;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-143.6159,496.0732,345.7166,0,0.982248,0,0.187587;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-143.7636,103.9144,340.8917,0,0.9796723,0,0.2006048;
custom,cylinder,stone3,10,5,10,0,1,1,1,1,1,-144.5753,682.226,397.0352,0,0.9908295,0,-0.1351185;
